UniProt_ID	KEGG_Pathways	EC_Number	BRENDA_EC	Recommended_Name	Organism	KEGG_ID
28211|Alphaproteobacteria	-	-	-	M	COG0845@1|root,COG0845@2|Bacteria,1PEVY@1224|Proteobacteria,2VF2W@28211|Alphaproteobacteria	-
28211|Alphaproteobacteria	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	S	COG0730@1|root,COG0730@2|Bacteria,1MXNM@1224|Proteobacteria,2TW57@28211|Alphaproteobacteria,36Y7K@31993|Methylocystaceae	-
28211|Alphaproteobacteria	2.1.1.176	-	-	J	COG0144@1|root,COG0144@2|Bacteria,1MV2Q@1224|Proteobacteria,2TS6U@28211|Alphaproteobacteria,36XAZ@31993|Methylocystaceae	2.1.1.176
135619|Oceanospirillales	4.2.1.24	-	-	H	COG0113@1|root,COG0113@2|Bacteria,1MWMW@1224|Proteobacteria,1RP6Q@1236|Gammaproteobacteria,1XI8U@135619|Oceanospirillales	4.2.1.24
1236|Gammaproteobacteria	-	-	-	S	COG0596@1|root,COG0596@2|Bacteria,1R4PH@1224|Proteobacteria,1S03W@1236|Gammaproteobacteria	-
10699|Siphoviridae	-	-	-	S	4QB5I@10239|Viruses,4QUT2@35237|dsDNA viruses  no RNA stage,4QPQ9@28883|Caudovirales,4QKRP@10699|Siphoviridae	-
10699|Siphoviridae	-	-	-	S	4QBP3@10239|Viruses,4QVAZ@35237|dsDNA viruses  no RNA stage,4QPEQ@28883|Caudovirales,4QM06@10699|Siphoviridae	-
28211|Alphaproteobacteria	-	-	-	L	COG1198@1|root,COG1198@2|Bacteria,1MUUZ@1224|Proteobacteria,2TQTQ@28211|Alphaproteobacteria,36XV0@31993|Methylocystaceae	-
28211|Alphaproteobacteria	2.2.1.2	GO:0003674,GO:0003824,GO:0006002,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016830,GO:0016832,GO:0019637,GO:0044237,GO:0071704,GO:1901135	GO:0003674,GO:0003824,GO:0006002,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016830,GO:0016832,GO:0019637,GO:0044237,GO:0071704,GO:1901135	G	COG0176@1|root,COG0176@2|Bacteria,1MWQ8@1224|Proteobacteria,2TQJB@28211|Alphaproteobacteria,36YFW@31993|Methylocystaceae	2.2.1.2
201174|Actinobacteria	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0019899,GO:0030312,GO:0031323,GO:0031326,GO:0033554,GO:0034605,GO:0035375,GO:0035966,GO:0040007,GO:0042221,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046872,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0061077,GO:0065007,GO:0071944,GO:0080090,GO:1903506,GO:2000112,GO:2001141	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0019899,GO:0030312,GO:0031323,GO:0031326,GO:0033554,GO:0034605,GO:0035375,GO:0035966,GO:0040007,GO:0042221,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046872,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0061077,GO:0065007,GO:0071944,GO:0080090,GO:1903506,GO:2000112,GO:2001141	O	COG0234@1|root,COG0234@2|Bacteria,2IKTH@201174|Actinobacteria,1W9DG@1268|Micrococcaceae	-
200940|Thermodesulfobacteria	-	-	-	O	COG0459@1|root,COG0459@2|Bacteria,2GHA6@200940|Thermodesulfobacteria	-
28211|Alphaproteobacteria	-	-	-	NT	COG0840@1|root,COG0840@2|Bacteria,1NJXF@1224|Proteobacteria,2TTNX@28211|Alphaproteobacteria	-
28211|Alphaproteobacteria	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0006091,GO:0006119,GO:0006123,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016043,GO:0016310,GO:0017144,GO:0019538,GO:0019637,GO:0019646,GO:0019693,GO:0022900,GO:0022904,GO:0030163,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0034641,GO:0035694,GO:0042773,GO:0042775,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0071840,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901565,GO:1901575	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0006091,GO:0006119,GO:0006123,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016043,GO:0016310,GO:0017144,GO:0019538,GO:0019637,GO:0019646,GO:0019693,GO:0022900,GO:0022904,GO:0030163,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0034641,GO:0035694,GO:0042773,GO:0042775,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0071840,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901565,GO:1901575	S	COG1485@1|root,COG1485@2|Bacteria,1MUUW@1224|Proteobacteria,2TRG1@28211|Alphaproteobacteria,36X75@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	-	2E6MV@1|root,3318F@2|Bacteria,1N8NM@1224|Proteobacteria,2UGGX@28211|Alphaproteobacteria	-
28211|Alphaproteobacteria	4.2.1.17	-	-	I	COG1024@1|root,COG1024@2|Bacteria,1MWZC@1224|Proteobacteria,2TRYS@28211|Alphaproteobacteria,36XEH@31993|Methylocystaceae	4.2.1.17
135619|Oceanospirillales	-	-	-	S	2C57E@1|root,2Z8WK@2|Bacteria,1PPA2@1224|Proteobacteria,1RZPQ@1236|Gammaproteobacteria,1XQ1G@135619|Oceanospirillales	-
118969|Legionellales	-	-	-	C	COG1804@1|root,COG1804@2|Bacteria,1MU2K@1224|Proteobacteria,1RNB5@1236|Gammaproteobacteria,1JDNA@118969|Legionellales	-
10662|Myoviridae	-	-	-	S	4QAWI@10239|Viruses,4QW40@35237|dsDNA viruses  no RNA stage,4QPUX@28883|Caudovirales,4QINW@10662|Myoviridae	-
29547|Epsilonproteobacteria	-	-	-	S	2BR28@1|root,32K00@2|Bacteria,1Q2JJ@1224|Proteobacteria,42VUT@68525|delta/epsilon subdivisions,2YQF7@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	KLT	COG4886@1|root,COG4886@2|Bacteria,1Q94S@1224|Proteobacteria,42X59@68525|delta/epsilon subdivisions,2YQUI@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	-	2A433@1|root,31AJF@2|Bacteria,1Q5S2@1224|Proteobacteria,431Q2@68525|delta/epsilon subdivisions,2YSAP@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	S	2EJKX@1|root,33DBU@2|Bacteria,1NMQF@1224|Proteobacteria,42WWP@68525|delta/epsilon subdivisions,2YQW8@29547|Epsilonproteobacteria	-
1236|Gammaproteobacteria	1.2.1.88,1.5.5.2	-	-	CE	COG0506@1|root,COG4230@1|root,COG0506@2|Bacteria,COG4230@2|Bacteria,1MV93@1224|Proteobacteria,1RN48@1236|Gammaproteobacteria,463XX@72275|Alteromonadaceae	1.2.1.88,1.5.5.2
29547|Epsilonproteobacteria	1.8.1.4	-	-	C	COG1249@1|root,COG1249@2|Bacteria,1MU2U@1224|Proteobacteria,42MBP@68525|delta/epsilon subdivisions,2YMZS@29547|Epsilonproteobacteria	1.8.1.4
28216|Betaproteobacteria	4.6.1.1	-	-	T	COG3437@1|root,COG3437@2|Bacteria,1MUB8@1224|Proteobacteria,2VH1F@28216|Betaproteobacteria,1KKWQ@119065|unclassified Burkholderiales	4.6.1.1
135619|Oceanospirillales	-	-	-	T	COG1734@1|root,COG1734@2|Bacteria,1N8K6@1224|Proteobacteria,1SCNZ@1236|Gammaproteobacteria,1XMVA@135619|Oceanospirillales	-
135619|Oceanospirillales	-	-	-	P	COG1226@1|root,COG1226@2|Bacteria,1R97G@1224|Proteobacteria,1RQAR@1236|Gammaproteobacteria,1XS1M@135619|Oceanospirillales	-
29547|Epsilonproteobacteria	1.20.2.1,1.20.9.1,1.7.7.2	-	-	C	COG0243@1|root,COG0243@2|Bacteria,1NS3T@1224|Proteobacteria,42M9Q@68525|delta/epsilon subdivisions,2YNFG@29547|Epsilonproteobacteria	1.20.2.1,1.20.9.1,1.7.7.2
1224|Proteobacteria	1.6.99.3,1.7.1.15	-	-	C	COG1251@1|root,COG1251@2|Bacteria,1MW58@1224|Proteobacteria,43BS6@68525|delta/epsilon subdivisions	1.6.99.3,1.7.1.15
204457|Sphingomonadales	4.2.1.2	-	-	C	COG0114@1|root,COG0114@2|Bacteria,1MUQI@1224|Proteobacteria,2TQM7@28211|Alphaproteobacteria,2K0K7@204457|Sphingomonadales	4.2.1.2
28211|Alphaproteobacteria	2.1.1.228	GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009019,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0016772,GO:0016779,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050518,GO:0070567,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009019,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0016772,GO:0016779,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050518,GO:0070567,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	J	COG0336@1|root,COG0336@2|Bacteria,1MUN1@1224|Proteobacteria,2TSIZ@28211|Alphaproteobacteria,36Y0B@31993|Methylocystaceae	2.1.1.228
28211|Alphaproteobacteria	-	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	J	COG0335@1|root,COG0335@2|Bacteria,1RH3A@1224|Proteobacteria,2U9DF@28211|Alphaproteobacteria,36YDJ@31993|Methylocystaceae	-
135619|Oceanospirillales	2.4.2.10	-	-	F	COG0461@1|root,COG0461@2|Bacteria,1MW6F@1224|Proteobacteria,1RQYG@1236|Gammaproteobacteria,1XHYH@135619|Oceanospirillales	2.4.2.10
135619|Oceanospirillales	3.1.11.2	-	-	L	COG0708@1|root,COG0708@2|Bacteria,1MVII@1224|Proteobacteria,1RN4H@1236|Gammaproteobacteria,1XHWY@135619|Oceanospirillales	3.1.11.2
201174|Actinobacteria	1.14.11.17	-	-	Q	COG2175@1|root,COG2175@2|Bacteria,2GNUC@201174|Actinobacteria,2NFAA@228398|Streptacidiphilus	1.14.11.17
28211|Alphaproteobacteria	-	-	-	S	COG0523@1|root,COG0523@2|Bacteria,1MVZV@1224|Proteobacteria,2TQWN@28211|Alphaproteobacteria,36XF5@31993|Methylocystaceae	-
976|Bacteroidetes	-	-	-	L	COG3547@1|root,COG3547@2|Bacteria,4NGED@976|Bacteroidetes,1HYRZ@117743|Flavobacteriia,23ID0@178469|Arenibacter	-
2|Bacteria	4.1.2.50,4.2.3.12	-	-	H	COG0720@1|root,COG0720@2|Bacteria	4.1.2.50,4.2.3.12
28211|Alphaproteobacteria	-	-	-	-	2A33B@1|root,30RIA@2|Bacteria,1RGKU@1224|Proteobacteria,2U80E@28211|Alphaproteobacteria	-
1236|Gammaproteobacteria	-	-	-	S	2C0ET@1|root,33A9M@2|Bacteria,1NGE5@1224|Proteobacteria,1SGID@1236|Gammaproteobacteria	-
2|Bacteria	-	GO:0000003,GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0000921,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006996,GO:0007010,GO:0007049,GO:0008150,GO:0009987,GO:0016043,GO:0019954,GO:0022402,GO:0022414,GO:0022607,GO:0030428,GO:0031106,GO:0032153,GO:0032185,GO:0032505,GO:0032506,GO:0034622,GO:0042802,GO:0043093,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0051301,GO:0061640,GO:0065003,GO:0070925,GO:0071840,GO:0090529,GO:1902410,GO:1903047	GO:0000003,GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0000921,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006996,GO:0007010,GO:0007049,GO:0008150,GO:0009987,GO:0016043,GO:0019954,GO:0022402,GO:0022414,GO:0022607,GO:0030428,GO:0031106,GO:0032153,GO:0032185,GO:0032505,GO:0032506,GO:0034622,GO:0042802,GO:0043093,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0051301,GO:0061640,GO:0065003,GO:0070925,GO:0071840,GO:0090529,GO:1902410,GO:1903047	D	COG3027@1|root,COG3027@2|Bacteria	-
2|Bacteria	-	-	-	L	COG2801@1|root,COG2801@2|Bacteria,3J1E8@40117|Nitrospirae	-
28211|Alphaproteobacteria	6.4.1.1	-	-	C	COG1038@1|root,COG1038@2|Bacteria,1NW9R@1224|Proteobacteria,2TQXU@28211|Alphaproteobacteria	6.4.1.1
1123355.JHYO01000015_gene2024|-	-	-	-	-	2DEG7@1|root,2ZMW1@2|Bacteria,1Q8JR@1224|Proteobacteria,2UWKM@28211|Alphaproteobacteria	-
135619|Oceanospirillales	-	-	-	S	COG2353@1|root,COG2353@2|Bacteria,1R9XD@1224|Proteobacteria,1S24R@1236|Gammaproteobacteria,1XJHJ@135619|Oceanospirillales	-
135619|Oceanospirillales	-	-	-	C	COG3038@1|root,COG3038@2|Bacteria,1MZ7X@1224|Proteobacteria,1S3RF@1236|Gammaproteobacteria,1XK2K@135619|Oceanospirillales	-
28211|Alphaproteobacteria	1.1.1.22	-	-	M	COG1004@1|root,COG1004@2|Bacteria,1MW5U@1224|Proteobacteria,2TREV@28211|Alphaproteobacteria,36XFA@31993|Methylocystaceae	1.1.1.22
28211|Alphaproteobacteria	5.4.2.2,5.4.2.8	-	-	G	COG1109@1|root,COG1109@2|Bacteria,1MUA5@1224|Proteobacteria,2TRIJ@28211|Alphaproteobacteria,36XAA@31993|Methylocystaceae	5.4.2.2,5.4.2.8
2|Bacteria	-	-	-	-	COG3464@1|root,COG3464@2|Bacteria	-
976|Bacteroidetes	-	-	-	L	COG3464@1|root,COG3464@2|Bacteria,4NU0R@976|Bacteroidetes,2FV6W@200643|Bacteroidia	-
28211|Alphaproteobacteria	-	-	-	M	COG2982@1|root,COG2982@2|Bacteria,1MUAN@1224|Proteobacteria,2U26R@28211|Alphaproteobacteria	-
28211|Alphaproteobacteria	-	-	-	N	COG1344@1|root,COG1344@2|Bacteria,1MXC4@1224|Proteobacteria,2TRIP@28211|Alphaproteobacteria,36YTK@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	O	COG0542@1|root,COG0542@2|Bacteria,1MURH@1224|Proteobacteria,2TRKI@28211|Alphaproteobacteria,36XV5@31993|Methylocystaceae	-
29547|Epsilonproteobacteria	-	-	-	N	COG1868@1|root,COG1868@2|Bacteria,1MX01@1224|Proteobacteria,42N2Y@68525|delta/epsilon subdivisions,2YMHG@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	N	COG1706@1|root,COG1706@2|Bacteria,1MVKW@1224|Proteobacteria,42MAU@68525|delta/epsilon subdivisions,2YMBU@29547|Epsilonproteobacteria	-
28211|Alphaproteobacteria	-	-	-	G	COG3090@1|root,COG3090@2|Bacteria,1PJN6@1224|Proteobacteria,2V8HR@28211|Alphaproteobacteria,36Z1D@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	G	COG1638@1|root,COG1638@2|Bacteria,1MVHC@1224|Proteobacteria,2TS46@28211|Alphaproteobacteria	-
1236|Gammaproteobacteria	-	-	-	P	COG0477@1|root,COG2814@2|Bacteria,1MU1I@1224|Proteobacteria,1RNTG@1236|Gammaproteobacteria,1J5ZS@118884|unclassified Gammaproteobacteria	-
1236|Gammaproteobacteria	-	-	-	V	COG1566@1|root,COG1566@2|Bacteria,1MU7I@1224|Proteobacteria,1RMAD@1236|Gammaproteobacteria,1J6MZ@118884|unclassified Gammaproteobacteria	-
91061|Bacilli	-	-	-	S	2EGZP@1|root,33ART@2|Bacteria,1VKPB@1239|Firmicutes,4HR69@91061|Bacilli,3F8RA@33958|Lactobacillaceae	-
10662|Myoviridae	-	-	-	-	4QFD0@10239|Viruses,4QYD1@35237|dsDNA viruses  no RNA stage,4QRF8@28883|Caudovirales,4QIWF@10662|Myoviridae	-
28211|Alphaproteobacteria	-	-	-	KT	COG0745@1|root,COG0745@2|Bacteria,1N5U3@1224|Proteobacteria,2UEQR@28211|Alphaproteobacteria	-
28211|Alphaproteobacteria	2.1.1.173,2.1.1.264	-	-	L	COG0116@1|root,COG0116@2|Bacteria,1MUQM@1224|Proteobacteria,2TSWI@28211|Alphaproteobacteria	2.1.1.173,2.1.1.264
2|Bacteria	-	-	-	S	2DUEQ@1|root,33QAR@2|Bacteria	-
28211|Alphaproteobacteria	1.6.5.3	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	C	COG1008@1|root,COG1008@2|Bacteria,1MV7V@1224|Proteobacteria,2TSNK@28211|Alphaproteobacteria,36XBD@31993|Methylocystaceae	1.6.5.3
28211|Alphaproteobacteria	1.6.5.3	-	-	C	COG1007@1|root,COG1007@2|Bacteria,1MV56@1224|Proteobacteria,2TQMX@28211|Alphaproteobacteria,36XRW@31993|Methylocystaceae	1.6.5.3
28216|Betaproteobacteria	1.2.4.1	-	-	C	COG0022@1|root,COG0022@2|Bacteria,1R8KB@1224|Proteobacteria,2VKQ0@28216|Betaproteobacteria,477DE@75682|Oxalobacteraceae	1.2.4.1
28211|Alphaproteobacteria	-	-	-	-	2EC8C@1|root,3366V@2|Bacteria,1NFF0@1224|Proteobacteria,2UI88@28211|Alphaproteobacteria	-
28211|Alphaproteobacteria	-	-	-	NT	COG3143@1|root,COG3143@2|Bacteria,1MW23@1224|Proteobacteria,2TTS0@28211|Alphaproteobacteria,36YR4@31993|Methylocystaceae	-
135614|Xanthomonadales	-	-	-	K	COG2771@1|root,COG4185@1|root,COG2771@2|Bacteria,COG4185@2|Bacteria,1P740@1224|Proteobacteria,1SSGJ@1236|Gammaproteobacteria,1X7W8@135614|Xanthomonadales	-
1236|Gammaproteobacteria	4.1.2.50,4.2.3.12	-	-	H	COG0720@1|root,COG0720@2|Bacteria,1RKBW@1224|Proteobacteria,1S7FX@1236|Gammaproteobacteria	4.1.2.50,4.2.3.12
976|Bacteroidetes	-	-	-	-	28IGK@1|root,2Z8I1@2|Bacteria,4NP5T@976|Bacteroidetes,1I756@117743|Flavobacteriia	-
72273|Thiotrichales	6.3.4.20	-	-	F	COG0603@1|root,COG0603@2|Bacteria,1MU5V@1224|Proteobacteria,1RMG9@1236|Gammaproteobacteria,4604D@72273|Thiotrichales	6.3.4.20
206389|Rhodocyclales	-	-	-	T	COG0642@1|root,COG0784@1|root,COG2198@1|root,COG2202@1|root,COG3829@1|root,COG0784@2|Bacteria,COG2198@2|Bacteria,COG2202@2|Bacteria,COG2205@2|Bacteria,COG3829@2|Bacteria,1NRP8@1224|Proteobacteria,2VGZQ@28216|Betaproteobacteria,2KVXP@206389|Rhodocyclales	-
28211|Alphaproteobacteria	-	-	-	S	COG0645@1|root,COG2187@1|root,COG0645@2|Bacteria,COG2187@2|Bacteria,1MU9M@1224|Proteobacteria,2TQJN@28211|Alphaproteobacteria,36X4U@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	S	COG0536@1|root,COG0536@2|Bacteria,1MUGZ@1224|Proteobacteria,2TR5I@28211|Alphaproteobacteria,36XNX@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	C	COG1600@1|root,COG1600@2|Bacteria,1R9XX@1224|Proteobacteria,2UA5Q@28211|Alphaproteobacteria	-
135619|Oceanospirillales	3.1.26.3	-	-	J	COG0571@1|root,COG0571@2|Bacteria,1MUQ6@1224|Proteobacteria,1RN0C@1236|Gammaproteobacteria,1XHKG@135619|Oceanospirillales	3.1.26.3
135619|Oceanospirillales	-	-	-	S	COG1159@1|root,COG1159@2|Bacteria,1MUKT@1224|Proteobacteria,1RN3A@1236|Gammaproteobacteria,1XHGU@135619|Oceanospirillales	-
1236|Gammaproteobacteria	2.7.13.3	-	-	T	COG0642@1|root,COG2205@2|Bacteria,1MUZQ@1224|Proteobacteria,1RMZT@1236|Gammaproteobacteria,468PS@72275|Alteromonadaceae	2.7.13.3
1236|Gammaproteobacteria	-	-	-	T	COG0745@1|root,COG0745@2|Bacteria,1MWZ5@1224|Proteobacteria,1RNY2@1236|Gammaproteobacteria,4678C@72275|Alteromonadaceae	-
1236|Gammaproteobacteria	-	-	-	K	COG2207@1|root,COG2207@2|Bacteria,1R5XR@1224|Proteobacteria,1T1GH@1236|Gammaproteobacteria	-
135619|Oceanospirillales	-	-	-	D	COG1196@1|root,COG1196@2|Bacteria,1QUTY@1224|Proteobacteria,1T351@1236|Gammaproteobacteria,1XHM7@135619|Oceanospirillales	-
28211|Alphaproteobacteria	1.2.7.8	-	-	C	COG1014@1|root,COG4231@1|root,COG1014@2|Bacteria,COG4231@2|Bacteria,1MUKS@1224|Proteobacteria,2TSHH@28211|Alphaproteobacteria,36XRN@31993|Methylocystaceae	1.2.7.8
28211|Alphaproteobacteria	-	-	-	T	COG3437@1|root,COG3437@2|Bacteria,1MUB8@1224|Proteobacteria,2U2AJ@28211|Alphaproteobacteria,36YJZ@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	S	COG4221@1|root,COG4221@2|Bacteria,1MUF8@1224|Proteobacteria,2TUSA@28211|Alphaproteobacteria,36Y76@31993|Methylocystaceae	-
204441|Rhodospirillales	-	-	-	P	COG0168@1|root,COG0168@2|Bacteria,1MUIJ@1224|Proteobacteria,2TRPX@28211|Alphaproteobacteria,2JPKV@204441|Rhodospirillales	-
28211|Alphaproteobacteria	-	-	-	M	COG0845@1|root,COG0845@2|Bacteria,1MUFW@1224|Proteobacteria,2U2CU@28211|Alphaproteobacteria,1JNR3@119043|Rhodobiaceae	-
204441|Rhodospirillales	4.3.1.19	-	-	E	COG1171@1|root,COG1171@2|Bacteria,1MVWJ@1224|Proteobacteria,2TQN9@28211|Alphaproteobacteria,2JPM3@204441|Rhodospirillales	4.3.1.19
28211|Alphaproteobacteria	2.1.1.74	GO:0000166,GO:0001510,GO:0002097,GO:0002098,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363	GO:0000166,GO:0001510,GO:0002097,GO:0002098,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363	J	COG1206@1|root,COG1206@2|Bacteria,1MWNQ@1224|Proteobacteria,2TR6M@28211|Alphaproteobacteria,36XYG@31993|Methylocystaceae	2.1.1.74
28211|Alphaproteobacteria	3.6.4.13	-	-	L	COG1643@1|root,COG1643@2|Bacteria,1MUEQ@1224|Proteobacteria,2TRMJ@28211|Alphaproteobacteria,36X5Q@31993|Methylocystaceae	3.6.4.13
